,name,cuisine,is_closed,review_count,rating,price,address,phone,latitude,longitude,zip_code,building
15,Fitoor Cafe & Grill,hookah_bars,False,52,4.0,$$,179-22 Union Tpke,+17189697000,40.7266456,-73.788371,11366,179
16,The Hot Spot BBQ & Grill,sandwiches,False,40,4.0,$$,179-08 Union Tpke,+17189692200,40.726479,-73.7888876,11366,179
17,M C M Farm,delis,False,6,4.5,$,17902 Union Tpke,+17189694740,40.726467,-73.788699,11366,17902
18,Annie Chan's Restaurant,kosher,False,54,2.5,$$,190-11 Union Tpke,+17187401675,40.7300899,-73.77885,11366,190
19,Sup Thai Kitchen,thai,False,300,4.5,$$,178-19 Union Tpke,+17184874449,40.7266838,-73.7894371,11366,178
20,Empire Chinese Restaurant,chinese,False,27,3.0,$,178-17 Union Turnpike 179th St,+17186573429,40.7266465297712,-73.7894148605748,11366,178
21,Kin'd,thai,False,628,4.5,$$,192-03 Union Tpke,+17184680888,40.73031,-73.77814,11366,192
22,Cafe Muscat,kosher,False,106,3.5,$$,178-07 Union Tpke,+17185914050,40.72664,-73.78982,11366,178
23,Acquista Trattoria,pizza,False,380,4.0,$$,178-01 Union Tpke,+17189691411,40.7265391,-73.7898816,11366,178
24,Nikko Hibachi,japanese,False,352,3.5,$$,177-21 Union Tpke,+17188208818,40.7262971,-73.7906424,11366,177
25,CJ's Cafe,sandwiches,False,156,4.0,$,177-15 Union Tpke,+17184806370,40.7263642777477,-73.79042,11366,177
26,New Yummy Taco,tex-mex,False,65,3.0,$,177-09 Union Tpke,+17185915521,40.72633,-73.79067,11366,177
27,Crepe N Tearia,creperies,False,163,3.5,$,177-07 Union Tpke,+17183800887,40.7262611,-73.7907523,11366,177
28,Umi Sushi,japanese,False,614,4.5,$$,177-13 Union Tpke,+17189695668,40.7261983305216,-73.790670633316,11366,177
29,Subway,sandwiches,False,9,3.5,$,176-71 Union Tpke,+17183808718,40.7261831455186,-73.7910688886578,11366,176
30,Dumpling Legend,vietnamese,False,95,3.5,$$,176-61 Union Tpke,+17183800028,40.7261295,-73.7912296,11366,176
31,Cold Stone Creamery,icecream,False,107,3.0,$$,17660 Union Tpke,+17185915800,40.7258237822755,-73.7910953372955,11366,17660
32,Green Lotus,chinese,False,138,3.5,$,176-59 Union Tpke,+17183808567,40.7260233,-73.7915802,11366,176
33,Empire Deli Plus,delis,False,5,4.0,$,17657 Union Tpk,+17188200888,40.7260208,-73.7915878,11366,17657
34,Regina Cafe & Pizzeria,pizza,False,100,3.5,$,17649 Union Tpke,+17185915727,40.726045,-73.791548,11366,17649
35,Kennedy Fried Chicken,restaurants,False,1,2.0,$,730 E 149th St,+17186653831,40.81299,-73.90863,10455,730
36,The Original Venice Restaurant,italian,False,59,3.5,$$,772 E 149th St,+17185855164,40.8127372,-73.9074515,10455,772
37,El Jalapenos,mexican,False,16,4.0,$,800 E 149th St,+13475906989,40.8128368845012,-73.9068994362503,10455,800
38,Mexicocina,mexican,False,168,4.0,$$,503 Jackson Ave,+13474981055,40.811884525549,-73.90966713749,10455,503
39,Lechonera La Piraña,foodstands,False,29,4.5,$,152nd St & Wales Ave,,40.8156549792076,-73.9062440022826,10455,152
40,Pitusa Bakery,bakeries,False,36,4.0,$,831 E 149th St,+17185854129,40.81264,-73.90505,10455,831
41,Popeyes Louisiana Kitchen,hotdogs,False,8,4.0,$,845 E 149th St,+17182926881,40.812534,-73.904771,10455,845
42,Burger King,hotdogs,False,16,1.5,$,521 E 149th St,,40.815112,-73.914412,10455,521
43,Seis Vecinos Restaurant,latin,False,108,3.5,$$,640 Prospect Ave,+17186848604,40.81533,-73.90317,10455,640
44,Bona Pizza,pizza,False,16,4.5,$,751 Westchester Ave,+17189919667,40.8178399,-73.90583,10455,751
45,149 Steam Fish,seafood,False,14,4.0,$$,500 E 149th St,+17182927997,40.81464,-73.9148712,10455,500
46,Los Nisperos,peruvian,False,49,4.5,$$,500 E 149th St,+17182923377,40.81464,-73.9148699,10455,500
47,Noches Mexicanas,mexican,False,23,4.0,$$,524 Brook Ave,+13475910645,40.81444,-73.91489,10455,524
48,Dunkin',donuts,False,11,2.5,$,459 E 149th St,+17182921478,40.815489,-73.915307,10455,459
49,Margarita's Restaurant,puertorican,False,11,4.0,$,915 Avenue St John,+13472705541,40.81588,-73.90261,10455,915
50,El Porton,mexican,False,26,4.0,$$,576 Southern Blvd,+17184503399,40.8123321379273,-73.9024218544364,10455,576
51,Hero Factory,italian,False,9,3.0,$$,904 E 149th St,+17189921556,40.81002,-73.90337,10455,904
52,Ruinas de copan,coffee,False,3,4.5,$,483 Brook Ave,+17185856473,40.8128409145904,-73.916371678872,10455,483
53,Jay Fish Market,seafood,False,5,5.0,$,422 Westchester Ave,+17186659767,40.816353,-73.9162644,10455,422
54,Delicioso Restaurant,mexican,False,16,4.0,$,423 E 149th St,+17186653336,40.81591,-73.9168399,10455,423
55,The Best Italian Pizza,italian,False,7,3.5,$,412 E 149th St,+17185856444,40.81573,-73.91725,10455,412
56,Mexican Tacos,mexican,False,1,4.0,$,669 Elton Ave,+17182921022,40.818626,-73.915024,10455,669
57,Domino's Pizza,pizza,False,68,1.0,$,3025 3rd Ave,+17184013800,40.819832,-73.913589,10455,3025
58,El Nuevo Delicioso,spanish,False,9,3.5,$$,410 E 148th St,+17184027900,40.81495,-73.91749,10455,410
59,Five Guys,burgers,False,80,3.5,$,210-33 26th Ave,+17182257600,40.778734,-73.779133,11360,210
60,Boston Market,comfortfood,False,48,2.5,$$,23-90 Bell Blvd,+17182241747,40.7804054342611,-73.7768173263893,11360,23
61,Ben's Kosher Delicatessen Restaurant & Caterers,delis,False,177,3.0,$$,211-37 26th Ave,+17182292367,40.7787507982634,-73.7784584504757,11360,211
62,Jack's Pizza & Pasta,pizza,False,113,3.0,$,21249 26th Ave,+17184235484,40.7784233,-73.7772754,11360,21249
63,Applebee's Grill + Bar,tradamerican,False,168,2.5,$$,213-29 26th Ave,+17184234328,40.779157,-73.776505,11360,213
64,Dunkin' Donuts,donuts,False,7,2.0,$,2340 Bell Blvd,+17182299836,40.7811829,-73.775825,11360,2340
65,Dunkin',coffee,False,13,2.0,$,21295 26th Ave,+17184283275,40.7786706,-73.7768889,11360,21295
66,Outback Steakhouse,steak,False,293,3.0,$$,2348 Bell Blvd,+17188190908,40.7809862163338,-73.775842,11360,2348
67,Panera Bread,sandwiches,False,188,3.0,$$,23-58 Bell Blvd,+17184237600,40.7798854110794,-73.7757575511932,11360,23
68,7-Eleven,convenience,False,4,2.5,$,208-22 Cross Island Pkwy,+17183523949,40.788373526422,-73.7851492269056,11360,208
69,Baybridge Szechuan Restaurant,chinese,False,54,4.0,$$,20806 Cross Island Pkwy,+17183528800,40.78836,-73.785357,11360,20806
70,Ponticello Baybridge Italian Restaurant & Pizzeria,italian,False,81,4.0,$$,208 18 Cross Island Pkwy,+17183526606,40.788411,-73.785278,11360,208
71,Bagel Club,bagels,False,45,2.5,$,208-14 Cross Island Pkwy,+17183524948,40.7886838,-73.7850119,11360,208
72,VIVO! Mediterranean Grill & Catering,mediterranean,False,61,4.0,$$$,201-10 Cross Island Pkwy,+17183522300,40.786803,-73.792273,11360,201
73,Jalisco Tacos,mexican,False,18,4.0,$,214 St Anns Ave,+17185854148,40.80622,-73.91748,10454,214
74,St Ann's Fish Market,seafood,False,3,4.5,$$,219 Saint Anns Ave,+17182923861,40.8066699,-73.9178,10454,219
75,Kennedy Fried Chicken,chicken_wings,False,4,3.5,$,548 E 138th St,+17184015980,40.80677,-73.91774,10454,548
76,Ray's Pizza Restaurant,pizza,False,8,3.0,$$,553 E 138th St,+17182927855,40.8071518,-73.9179153,10454,553
77,Eat Better Today Deli & Grill,juicebars,False,13,4.0,$,527 E 137th St,+13472702323,40.8065370599653,-73.9187496783578,10454,527
78,No 1 Wok,chinese,False,10,2.5,$,262 Cypress Ave,+17184028215,40.805913,-73.913984,10454,262
79,Master Grill,mexican,False,18,3.0,$$,262 Cypress Ave,+17182928888,40.805913,-73.913984,10454,262
80,Pio Pio 4,latin,False,186,3.5,$$,264 Cypress Ave,+17184013300,40.805956,-73.913923,10454,264
81,Picanteria El Botecito Corporation,newamerican,False,16,4.5,$$,151 Bruckner Blvd,+17184017366,40.8036447,-73.9195958,10454,151
82,Camaguey Restaurant,restaurants,False,2,3.5,$,514 E 138th St,+17184025015,40.80721,-73.91909,10454,514
83,St Ann's Cafe,dominican,False,10,3.0,$$,283 St Ann's Ave,+19176881611,40.80789,-73.91708,10454,283
84,Milk Burger,burgers,False,104,4.0,$$,148 Bruckner Blvd,+12123601988,40.80357,-73.9201099,10454,148
85,Golden Pizza,pizza,False,23,4.5,$,504 E 138th St,+17186658328,40.80751,-73.9194799,10454,504
86,Express Brook,diners,False,7,3.5,$,502 E 138th St,+17185855880,40.80756,-73.91959,10454,502
87,Texas Chicken & Burgers,burgers,False,3,2.5,$,235 Brook Ave,+13472717138,40.807906,-73.9192687,10454,235
88,Valencia Bakery,bakeries,False,2,5.0,$$,499 East 138th St,+17185832791,40.80786,-73.91952,10454,499
89,Valencia Bakery,bakeries,False,40,4.0,$$,499 E 138th St,+17185857062,40.80786,-73.91952,10454,499
90,Zaros Bread Basket,bakeries,False,2,4.5,$,138 Bruckner Blvd,+17189937327,40.8035163879395,-73.9207534790039,10454,138
91,China House,chinese,False,3,2.5,$,484 E 138th St,+17186655878,40.8079894733574,-73.9205430885049,10454,484
92,Dunkin',coffee,False,16,2.5,$,114 Bruckner Blvd,+17184024221,40.80433,-73.92231,10454,114
93,Dunkin',coffee,False,3,3.5,$,281 Bruckner Blvd,+17182927210,40.8054272,-73.9112188,10454,281
94,Bronx Tavern,pubs,False,51,4.0,$$,780 E 133rd St,+17182922108,40.800518,-73.913518,10454,780
95,Jimbos Hamburger Palace,burgers,False,24,4.0,$,232 Willis Ave,+17184029600,40.80877,-73.92291,10454,232
96,Onis Restaurant,comfortfood,False,23,2.0,$$,226 Willis Ave,+13475902821,40.80859,-73.92305,10454,226
97,King Fried Chicken,chicken_wings,False,1,3.0,$,266 Willis Ave,+17185852440,40.8094899,-73.92238,10454,266
98,Mottley Kitchen,cafes,False,90,4.5,$$,402 E 140th St,+19293082099,40.8100856240886,-73.9216868293002,10454,402
99,Santa Clarita,mexican,False,20,4.5,$,237 Willis Ave,+17182929399,40.809496,-73.922842,10454,237
100,La Morada,mexican,False,166,4.5,$$,308 Willis Ave,+17182920235,40.810552,-73.92142,10454,308
101,Walnut Bus Stop,breakfast_brunch,False,18,2.5,$,881 E 134th St,+17184027048,40.80048,-73.91064,10454,881
102,McDonald's,hotdogs,False,17,2.5,$,85 Bruckner Blvd,+17185858368,40.8063345654647,-73.9256695657969,10454,85
103,Taco Veloz,seafood,False,10,4.5,$$,359 East 138th St,+13479189466,40.8098182678223,-73.9238662719727,10454,359
104,Queens Burgers,burgers,False,6,3.5,$,110-00 Rockaway Blvd,,40.6779861,-73.8309174,11417,110
105,Yummy Yummy Chinese Restaurant,chinese,False,35,3.0,$,13206 Crossbay Blvd,+17188480808,40.6765460997353,-73.8440620312661,11417,13206
106,Golden Way,chinese,False,54,3.5,$,13309 Cross Bay Blvd,+17188458899,40.67507,-73.842849,11417,13309
107,Romeo's Pizzeria,pizza,False,111,4.0,$,134-24 Crossbay Blvd,+17188453300,40.67389,-73.84348,11417,134
108,Dunkin',donuts,False,4,2.5,$,13415 Cross Bay Blvd,+17183220792,40.6744665074159,-73.8426367635416,11417,13415
109,Good Taste Restaurant,chinese,False,2,2.0,$$,85-06 Pitkin Ave,+17188357993,40.67479,-73.85117,11417,85
110,Esquire Diner,diners,False,107,3.0,$$,10545 Crossbay Blvd,+17188457600,40.679029,-73.843776,11417,10545
111,La Cabana Peruana,peruvian,False,45,3.0,$,9304 Liberty Ave,+17188483133,40.6800692,-73.8455557,11417,9304
112,Terra Nova Bakery House Of Cakes,bakeries,False,7,1.5,$$,9314 Liberty Ave,+17188486438,40.680027,-73.845234,11417,9314
113,Ho Ho Garden,chinese,False,25,4.0,$,9306 Liberty Ave,+17183226666,40.67998,-73.84548,11417,9306
114,The Rock,spanish,False,21,3.0,$,91-17 Liberty Ave,+17187853022,40.6803106,-73.8471142,11417,91
115,Compadres Restaurant,mexican,False,60,4.0,$,92-21 Liberty Ave,+17183232660,40.680325,-73.846099,11417,92
116,Mike's Tavern,pubs,False,6,3.0,$,8814 Liberty Ave,+17188459322,40.6796531677246,-73.8499450683594,11417,8814
117,Hydra Lounge,hookah_bars,False,1,5.0,$,88-18 Liberty Ave,+13474416426,40.67972,-73.8498199,11417,88
118,Mia Halal Food,halal,False,114,4.0,$,105-07 Cross Bay Blvd,+17183743902,40.6800527532573,-73.8442086245022,11417,105
119,Liberty Star Deli,delis,False,3,4.0,$,88-02 Liberty Ave,,40.6796494,-73.8504105,11417,88
120,Supreme Deli & Grocery,delis,False,6,3.0,$,9424 Liberty Ave,+17189259840,40.68016,-73.84392,11417,9424
121,Jing Wah Chinese Resturant,chinese,False,13,4.0,$,8720 Liberty Ave,+17187387377,40.679777,-73.850712,11417,8720
122,Aldo's Pizza,pizza,False,109,3.5,$,137-01 Crossbay Blvd,+17187380021,40.67207,-73.84271,11417,137
123,CJ's Bar and Lounge,lounges,False,60,3.5,$$,137-09 Crossbay Blvd,+17188482498,40.671865,-73.84275,11417,137
124,Papa John's Pizza,pizza,False,43,1.5,$,9431 Rockaway Blvd.,+17186417272,40.6807549227927,-73.8437737119277,11417,9431
125,Dunkin',donuts,False,19,2.0,$,9405 Rockaway Blvd,+17188430400,40.6808604,-73.8448719,11417,9405
126,Dunkin' Donuts,donuts,False,6,1.5,$,10333 94th St,+18454528001,40.681183,-73.845093,11417,10333
127,Nimbus Vape & Smoke Shop,vapeshops,False,30,5.0,$$,92-15 Rockaway Blvd,+16462878273,40.68147,-73.84683,11417,92
128,The Local Press,salad,False,162,4.5,$$,92-15 Rockaway Blvd,+17183238800,40.681551,-73.846927,11417,92
129,Arepalicious,colombian,False,116,3.5,$$,137-20 Crossbay Blvd,+17184806049,40.671139,-73.8433307,11417,137
130,Ozone Pizza,pizza,False,109,4.0,$,9615 Liberty Ave,+17188459555,40.6808917,-73.8426307,11417,9615
131,Jade Garden Restaurant,chinese,False,29,2.5,$$,9627 Linden Blvd,+17188430872,40.674301,-73.839629,11417,9627
132,Peking House,chinese,False,6,3.5,$,9617 Liberty Ave,+17188350511,40.68089,-73.84253,11417,9617
133,Libertad Restaurant,dominican,False,43,3.5,$$,9619 Liberty Ave,+17183233900,40.68091,-73.84246,11417,9619
134,Checkers,burgers,False,12,2.0,$,1058 Southern Blvd.,+17182209000,40.82454,-73.89172,10459,1058
135,Mamacita's Restaurant,spanish,False,4,3.0,$$,1122 Westchester Ave,+19174737593,40.825455,-73.8899,10459,1122
136,National Bakery 4,bakeries,False,1,5.0,$,1045 Westchester Ave,+17189912810,40.8245,-73.89261,10459,1045
137,Dunkin',coffee,False,12,1.5,$,1040 Westchester Ave,+17188423888,40.82436,-73.89215,10459,1040
138,Texas Chicken & Burgers,chicken_wings,False,8,4.0,$,1027 Westchester Ave,+13476211031,40.8242199,-73.89315,10459,1027
139,Mario's Pizza II,pizza,False,20,3.5,$$,1011 Westchester Ave,+17189916142,40.824188,-73.893486,10459,1011
140,El Valle Restaurant,dominican,False,38,2.5,$,1008 Westchester Ave,+17188608300,40.82368,-73.89351,10459,1008
141,Burger King,burgers,False,5,2.5,$,977 Southern Blvd,,40.8220637,-73.8918766,10459,977
142,Tulcimex,latin,False,15,3.5,$,1197 Bryant Ave,+17184838136,40.82894,-73.88912,10459,1197
143,Luke's Pizzeria,pizza,False,14,3.0,$,1226 Southern Blvd,+17186187053,40.829364,-73.891519,10459,1226
144,San Marcus Mexican Food,mexican,False,1,2.0,$,969 Westchester Ave,+17188429504,40.8229701,-73.895504,10459,969
145,La Giralda Bakery,bakeries,False,1,3.0,$,1035 E 163rd St,+17189918120,40.8211255,-73.8913726,10459,1035
146,Subway,sandwiches,False,2,1.0,$,1047 E 163rd St,+17183785206,40.8211607587255,-73.8910600030584,10459,1047
147,La Nueva Giralda Bakery,bakeries,False,3,5.0,$$,1035 E 163rd St,+17189912810,40.8210385590792,-73.8913714885712,10459,1035
148,Habibi Gyro Halal Cart,streetvendors,False,4,4.5,$,163RD St And Southern Blvd,,40.8209915,-73.8916092,10459,163
149,Jimbo's Hamburger Palace,burgers,False,20,3.0,$,1025 E 163rd St,+13475900750,40.8210291713476,-73.891968280077,10459,1025
150,Flamboyan Restaurant,restaurants,False,1,5.0,$,978 Intervale Ave,+16465425143,40.82251,-73.89668,10459,978
151,Dunkin',coffee,False,6,3.0,$,925 Hunts Point Ave,+17183785672,40.82031,-73.89136,10459,925
152,King Grill,latin,False,19,3.0,$$,855 E 169th St,+19177378301,40.8292885,-73.8970032,10459,855
153,Margheritas Pizza,pizza,False,20,2.5,$,945 E 163rd St,+13475974918,40.8213195800781,-73.8961639404297,10459,945
154,White Castle,hotdogs,False,12,2.0,$$,931 Westchester Ave,+17185422101,40.82203,-73.89742,10459,931
155,Prospect Coffee Shop,tradamerican,False,21,4.5,$,1309 Prospect Ave,+17189911249,40.82804,-73.8984399,10459,1309
156,Domino's Pizza,pizza,False,18,1.0,$,946 Southern Blvd,+19292070202,40.81984,-73.89212,10459,946
157,Wendy's,burgers,False,31,2.5,$,3939 Broadway,+12129280321,40.8391878716863,-73.9415018284841,10032,3939
158,Carrot Top Pastries,bakeries,False,195,3.5,$$,3931 W 164th St Broadway,+12129274800,40.8389526630453,-73.9416501165676,10032,3931
159,Fort Washington Public House,salad,False,54,4.0,$$,3938 Broadway,+16468132210,40.8390591026124,-73.9410637691617,10032,3938
160,El Nuevo Jobo Restaurant & Bar,spanish,False,30,3.0,$$,3915 Broadway,+12127401616,40.8384209,-73.9422531,10032,3915
161,NewYork-Presbyterian/Columbia Univ Medical -  Milstein Cafeteria,buffets,False,7,2.5,$$,177 Fort Washington Ave,,40.8413323,-73.9426439,10032,177
162,Subway,sandwiches,False,6,1.5,$,3920 Broadway,+12127409180,40.8384664717808,-73.9413082067111,10032,3920
163,Wahi Diner,tradamerican,False,223,3.0,$,3915 Broadway,+16464299400,40.8382756893285,-73.9418373728226,10032,3915
164,Columbia Gourmet Deli,delis,False,19,3.0,$,3905 Broadway,+12129233905,40.83817,-73.94221,10032,3905
165,Dallas BBQ,bbq,False,278,2.5,$$,3956 Broadway,+12125683700,40.8394855,-73.9405671,10032,3956
166,Grab N Go Deli,delis,False,27,3.5,$,3920 Broadway,+12125680730,40.8384627,-73.9411675,10032,3920
167,GoGo-Gi,korean,False,185,4.0,$$,3908 Broadway,+12125430922,40.83794,-73.94171,10032,3908
168,First Choice Chinese Kitchen,chinese,False,48,3.0,$,3893 Broadway,+12129276898,40.83778,-73.9425,10032,3893
169,Las Palmas Restaurant,mexican,False,170,4.0,$$,3891 Broadway,+19175210349,40.8377037,-73.9425248,10032,3891
170,Sweet Life Pastry,bakeries,False,113,4.5,$,3887 Broadway,+12123040265,40.8375109438682,-73.9426190258619,10032,3887
171,Rain II,thai,False,172,3.5,$$,1095 St Nicholas Ave,+16467670014,40.838382,-73.940054,10032,1095
172,La Barca Restaurant,dominican,False,65,4.0,$,3892 Broadway,+12129281090,40.8375,-73.94203,10032,3892
173,University Deli,delis,False,35,3.0,$,603 W 168th St,+12125683838,40.8413136,-73.9399992,10032,603
174,La Terraza Restaurant,latin,False,9,4.0,$,3881 Broadway,+12127950615,40.8374026,-73.9427455,10032,3881
175,Starbucks,coffee,False,95,3.0,$,4001 Broadway,+19175210342,40.841297,-73.939921,10032,4001
176,Tamale Guy,mexican,False,9,4.0,$,168TH St And Broadway,,40.84104,-73.93968,10032,168
177,Mike's Bagels,bagels,False,198,4.0,$,4003 Broadway,+12129282300,40.84136,-73.93987,10032,4003
178,Halal Cart,halal,False,28,4.0,$,168TH St And Fort Washington Ave,,40.8423224187849,-73.9423521447052,10032,168
179,Sbarro,pizza,False,12,3.0,$,4007 Broadway,+13473846150,40.8414,-73.93983,10032,4007
180,Chipotle Mexican Grill,mexican,False,114,2.5,$,4009 Broadway,+16464125429,40.8415008144152,-73.939876349959,10032,4009
181,Steve's Halal,streetvendors,False,1,4.0,$,168TH St,,40.8411102,-73.9398422,10032,168
182,Flaco's Pizza,pizza,False,30,3.0,$,3876 Broadway,+12129233733,40.83684,-73.94253,10032,3876
183,Barnes & Noble Cafe,bookstores,False,11,3.0,$$,711 W 168th St,+12129232149,40.8427057709731,-73.942898735404,10032,711
184,5 Estrellas Bakery,bakeries,False,42,3.5,$,3861 Broadway,+12127955000,40.83684,-73.94317,10032,3861
185,Subway,sandwiches,False,16,3.0,$,651 W 169th St,+12127817700,40.8428876050013,-73.9418122207917,10032,651
186,Prestige Cafe and Deli,cafes,False,24,4.0,$,228 Fort Washington Ave,+16463949850,40.8429,-73.94181,10032,228
187,Tu Sabor Latino,latin,False,27,2.5,$$,3864 Broadway,+12127400248,40.83665,-73.94267,10032,3864
188,Famous Famiglia,pizza,False,71,3.0,$,4020 Broadway,+12129273333,40.8419,-73.93892,10032,4020
189,Tasty Deli,delis,False,276,4.0,$,4020 Broadway,+12129230700,40.8417636163985,-73.9390395039113,10032,4020
190,Tung Thong Thai Restaurant,thai,False,287,3.5,$$,561 W 169th St,+12127955995,40.8414062274416,-73.9386532729438,10032,561
191,Lucky Jade House,chinese,False,8,2.5,$,4028 Broadway,+12127950975,40.84192,-73.93891,10032,4028
192,Jade Garden,chinese,False,85,3.5,$,4028 Broadway,+12127950556,40.841846,-73.938944,10032,4028
193,King House,chinese,False,15,3.5,$,1053 Saint Nicholas Ave,+12129289329,40.836826,-73.9403464,10032,1053
194,Happy Family,chinese,False,9,2.0,$,3105 21st Ave,+17182047777,40.7778468,-73.9080597,11105,3105
195,No Partners Bar,bars,False,27,3.5,$$,29-11 21st Ave,+17182789839,40.77858,-73.90889,11105,29
196,Astoria Market & Deli,grocery,False,3,3.5,$$$,2101 31st St,+17182782669,40.777756,-73.908466,11105,2101
197,No 1 Flower Drum House,chinese,False,88,4.0,$,21-05 31st St,+17189563677,40.777674,-73.908463,11105,21
198,Thai Elephant,thai,False,231,3.0,$$,21-09 31st St,+17182048827,40.7776947319508,-73.9087039232254,11105,21
199,Family Corner Restaurant,greek,False,212,4.5,$,2102 31st St,+17182047915,40.7779502868652,-73.9089813232422,11105,2102
200,Central Bar Lounge,lounges,False,131,2.5,$$,2030 Steinway St,+17187261600,40.777422,-73.904053,11105,2030
201,Astoria Pizza Factory,pizza,False,152,4.5,$,1946 37th St,+17187269112,40.7786344992522,-73.9026485111397,11105,1946
202,Dragon Gate Chinese Cuisine,chinese,False,23,4.0,$$,1944 37th St,+17182780799,40.778622,-73.9026148701016,11105,1944
203,Trattoria L'incontro,italian,False,929,4.5,$$$,21-76 31st St,+17187213532,40.7763330374196,-73.9105868339539,11105,21
204,Chicken Festival,bbq,False,87,3.5,$,2919 Ditmars Blvd,+17187289696,40.776607,-73.910903,11105,2919
205,La Guli Pastry Shop,bakeries,False,206,3.5,$$,29-15 Ditmars Blvd,+17187285612,40.776853,-73.91117,11105,29
206,Create Ditmars,sandwiches,False,234,3.0,$$,29-21 Ditmars Blvd,+17187770504,40.776702,-73.911087,11105,29
207,Pizza Palace,pizza,False,160,3.0,$,29-29 Ditmars Blvd,+17187281060,40.7763355579886,-73.9107440308111,11105,29
208,Fresca Tortilla,tex-mex,False,106,3.0,$,3115 Ditmars Blvd,+17182787666,40.7757870486376,-73.9099826840614,11105,3115
209,Bubba's Bistro,southern,False,361,4.0,$$,31-13 Ditmars Blvd,+17187282227,40.775832308033,-73.9100879056678,11105,31
210,Boutique Bistro Bar,french,False,74,4.5,$$,33-01 Ditmars Blvd,+19296667761,40.775414,-73.9093017,11105,33
211,Kilo Astoria,brazilian,False,117,4.5,$$,31-27 Ditmars Blvd,+17186069300,40.775567,-73.909654,11105,31
212,Burgerology,burgers,False,179,3.5,$$,31-29 Ditmars Blvd,+19177450299,40.7755749743059,-73.9098315364882,11105,31
213,Taverna Kyclades,seafood,False,2266,4.0,$$,3307 Ditmars Blvd,+17185458666,40.7753227,-73.909217,11105,3307
214,Boon Chu 2 Thai Place,thai,False,162,3.5,$$,35-13 Ditmars Blvd,+17182694549,40.775196,-73.908981,11105,35
215,King of Falafel & Shawarma - Truck,foodtrucks,False,108,4.5,$,31st Ditmars,+19179127870,40.7761329695607,-73.9107058569789,11105,31
216,Rivercrest,breakfast_brunch,False,17,4.0,$$,33-15 Ditmars Blvd,+13478087887,40.7751779476155,-73.9092504946148,11105,33
217,Acento Latin Kitchen and Bar,latin,False,59,4.0,$$,33-06 Ditmars Blvd,+17184409435,40.7752594932846,-73.9094452481536,11105,33
218,Dunkin',donuts,False,41,2.5,$,3114 Ditmars Blvd,+17182743011,40.775623,-73.910446,11105,3114
219,Starbucks,coffee,False,91,2.5,$$,22-04 31st St,+17186266004,40.776146,-73.910976,11105,22
220,The Last Word,cocktailbars,False,234,4.0,$$,31-30 Ditmars Blvd,+17184403378,40.7754154,-73.909954,11105,31
221,Parrot Coffee,coffee,False,67,4.5,$,3112 Ditmars Blvd,+17185457920,40.775657,-73.910496,11105,3112
222,Lefkos Pyrgos Cafe,greek,False,337,2.5,$$,33-02 Ditmars Blvd,+17189324423,40.775197,-73.909612,11105,33
223,KXBURGERBAR,burgers,False,71,4.5,$$,29-04 Ditmars Blvd,+16466064835,40.77651,-73.91172,11105,29
224,Apicius,italian,False,43,3.5,$,2072 Steinway St,+17182047722,40.77516,-73.90366,11105,2072
225,OK Cafe,coffee,False,167,4.0,$$,22-04 33rd St,+17184408789,40.7752143591642,-73.9098901301622,11105,22
226,Souvlaki Lady,greek,False,39,4.5,$,22-04 33rd St,+19177503748,40.7752143591642,-73.9098901301622,11105,22
227,Brooklyn Bagel & Coffee Company,coffee,False,419,4.0,$,35-09 Ditmars Blvd,+17189328280,40.7748,-73.90836,11105,35
228,Watawa Sushi,sushi,False,881,4.0,$$,33-10 Ditmars Blvd,+17185459596,40.774959,-73.9095,11105,33
229,Sakura Japanese Cuisine,japanese,False,196,4.0,$$,35-15 Ditmars Blvd,+17187772188,40.77469,-73.9081999,11105,35
230,The Ditty,breakfast_brunch,False,201,4.0,$$,3503 Ditmars Blvd,+13476171747,40.7747727,-73.9087253,11105,3503
231,Tasty's Diner,diners,False,279,3.0,$$,33-04 Ditmars Blvd,+17187778830,40.77504,-73.90966,11105,33
232,HinoMaru Ramen,ramen,False,876,4.0,$$,33-18 Ditmars Blvd,+17187770228,40.774889916651,-73.9092001318932,11105,33
233,Karnival Belize,bars,False,8,3.5,$,11703 Hillside Ave,+17188462600,40.7003319901578,-73.8329660519958,11418,11703
234,Alfie's Pizza,pizza,False,137,4.5,$,8608 117th St,+17188498701,40.69983,-73.83291,11418,8608
235,Caribbean Cabana,caribbean,False,86,3.5,$$,116-02 Jamaica Ave,+17188490500,40.6989849,-73.833035,11418,116
236,Mi Casa Bar & Restaurant,dominican,False,45,2.5,$$,116-20 Jamaica Ave,+17188499636,40.6991882,-73.8326035,11418,116
237,Crazy Willy's,bars,False,175,3.5,$$,117-10 Jamaica Ave,+17187093844,40.69942,-73.83211,11418,117
238,Gourmet Deli,delis,False,4,3.0,$$$,91-06 Van Wyck Expy,+17186589432,40.69926,-73.83234,11418,91
239,The Classic Diner,diners,False,240,4.0,$$,117-33 Myrtle Ave,+17188477500,40.7001686,-73.8316193,11418,117
240,Vincent & Andrea's,pizza,False,37,3.0,$$,11317 Jamaica Ave,+17188467070,40.69835,-73.83522,11418,11317
241,Leilany Bakery,bakeries,False,14,2.0,$,114-02 Jamaica Ave,+17188802721,40.6980999,-73.8346399,11418,114
